Type,Runtime,Location,Date
Container,  0.004000,MA,2020-01-14
API,  0.107693,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.119190,MA,2020-01-14
Container,  0.004003,MA,2020-01-14
API,  0.128593,MA,2020-01-14
Container,  0.003001,MA,2020-01-14
API,  0.115628,MA,2020-01-14
Container,  0.003997,MA,2020-01-14
API,  0.115241,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.126034,MA,2020-01-14
Container,  0.004004,MA,2020-01-14
API,  0.124118,MA,2020-01-14
Container,  0.004001,MA,2020-01-14
API,  0.121926,MA,2020-01-14
Container,  0.003996,MA,2020-01-14
API,  0.121179,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.125870,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.126769,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.127410,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.137298,MA,2020-01-14
Container,  0.005001,MA,2020-01-14
API,  0.200259,MA,2020-01-14
Container,  0.005000,MA,2020-01-14
API,  0.129037,MA,2020-01-14
Container,  0.005003,MA,2020-01-14
API,  0.119378,MA,2020-01-14
Container,  0.005006,MA,2020-01-14
API,  0.178299,MA,2020-01-14
Container,  0.004975,MA,2020-01-14
API,  0.124224,MA,2020-01-14
Container,  0.005996,MA,2020-01-14
API,  0.117420,MA,2020-01-14
Container,  0.005003,MA,2020-01-14
API,  0.155578,MA,2020-01-14
Container,  0.005996,MA,2020-01-14
API,  0.127336,MA,2020-01-14
Container,  0.006001,MA,2020-01-14
API,  0.145700,MA,2020-01-14
Container,  0.004999,MA,2020-01-14
API,  0.126257,MA,2020-01-14
Container,  0.005001,MA,2020-01-14
API,  0.195493,MA,2020-01-14
Container,  0.005001,MA,2020-01-14
API,  0.125290,MA,2020-01-14
Container,  0.004998,MA,2020-01-14
API,  0.121991,MA,2020-01-14
Container,  0.005000,MA,2020-01-14
API,  0.128073,MA,2020-01-14
Container,  0.005000,MA,2020-01-14
API,  0.134786,MA,2020-01-14
Container,  0.005000,MA,2020-01-14
API,  0.123989,MA,2020-01-14
Container,  0.005005,MA,2020-01-14
API,  0.124106,MA,2020-01-14
Container,  0.005997,MA,2020-01-14
API,  0.125790,MA,2020-01-14
Container,  0.004998,MA,2020-01-14
API,  0.135513,MA,2020-01-14
Container,  0.006008,MA,2020-01-14
API,  0.190924,MA,2020-01-14
Container,  0.005003,MA,2020-01-14
API,  0.124042,MA,2020-01-14
Container,  0.004995,MA,2020-01-14
API,  0.117827,MA,2020-01-14
Container,  0.004993,MA,2020-01-14
API,  0.118460,MA,2020-01-14
Container,  0.006011,MA,2020-01-14
API,  0.124691,MA,2020-01-14
Container,  0.005023,MA,2020-01-14
API,  0.124252,MA,2020-01-14
Container,  0.004966,MA,2020-01-14
API,  0.122709,MA,2020-01-14
Container,  0.005000,MA,2020-01-14
API,  0.123904,MA,2020-01-14
Container,  0.004082,MA,2020-01-14
API,  0.124539,MA,2020-01-14
Container,  0.004920,MA,2020-01-14
API,  0.157960,MA,2020-01-14
Container,  0.005087,MA,2020-01-14
API,  0.128632,MA,2020-01-14
Container,  0.003913,MA,2020-01-14
API,  0.122699,MA,2020-01-14
Container,  0.004079,MA,2020-01-14
API,  0.126622,MA,2020-01-14
Container,  0.004920,MA,2020-01-14
API,  0.116933,MA,2020-01-14
Container,  0.005102,MA,2020-01-14
API,  0.144770,MA,2020-01-14
Container,  0.003989,MA,2020-01-14
API,  0.124159,MA,2020-01-14
Container,  0.004908,MA,2020-01-14
API,  0.117769,MA,2020-01-14
Container,  0.004097,MA,2020-01-14
API,  0.121459,MA,2020-01-14
Container,  0.003998,MA,2020-01-14
API,  0.118971,MA,2020-01-14
Container,  0.005000,MA,2020-01-14
API,  0.110720,MA,2020-01-14
Container,  0.005003,MA,2020-01-14
API,  0.109968,MA,2020-01-14
Container,  0.003905,MA,2020-01-14
API,  0.114609,MA,2020-01-14
Container,  0.004090,MA,2020-01-14
API,  0.108505,MA,2020-01-14
Container,  0.005036,MA,2020-01-14
API,  0.108170,MA,2020-01-14
Container,  0.003871,MA,2020-01-14
API,  0.110602,MA,2020-01-14
Container,  0.005046,MA,2020-01-14
API,  0.107301,MA,2020-01-14
Container,  0.005053,MA,2020-01-14
API,  0.114599,MA,2020-01-14
Container,  0.005168,MA,2020-01-14
API,  0.126281,MA,2020-01-14
Container,  0.005012,MA,2020-01-14
API,  0.187730,MA,2020-01-14
Container,  0.005004,MA,2020-01-14
API,  0.120338,MA,2020-01-14
Container,  0.004992,MA,2020-01-14
API,  0.102945,MA,2020-01-14
Container,  0.005018,MA,2020-01-14
API,  0.134377,MA,2020-01-14
Container,  0.004984,MA,2020-01-14
API,  0.121634,MA,2020-01-14
Container,  0.005009,MA,2020-01-14
API,  0.183376,MA,2020-01-14
Container,  0.004996,MA,2020-01-14
API,  0.124134,MA,2020-01-14
Container,  0.006042,MA,2020-01-14
API,  0.123358,MA,2020-01-14
Container,  0.004953,MA,2020-01-14
API,  0.124285,MA,2020-01-14
Container,  0.005002,MA,2020-01-14
API,  0.118029,MA,2020-01-14
Container,  0.004999,MA,2020-01-14
API,  0.115765,MA,2020-01-14
Container,  0.005052,MA,2020-01-14
API,  0.122470,MA,2020-01-14
Container,  0.005947,MA,2020-01-14
API,  0.128070,MA,2020-01-14
Container,  0.005000,MA,2020-01-14
API,  0.119072,MA,2020-01-14
Container,  0.005000,MA,2020-01-14
API,  0.117481,MA,2020-01-14
Container,  0.005000,MA,2020-01-14
API,  0.118363,MA,2020-01-14
Container,  0.005100,MA,2020-01-14
API,  0.127905,MA,2020-01-14
Container,  0.004901,MA,2020-01-14
API,  0.126005,MA,2020-01-14
Container,  0.006002,MA,2020-01-14
API,  0.123279,MA,2020-01-14
Container,  0.006027,MA,2020-01-14
API,  0.127391,MA,2020-01-14
Container,  0.004971,MA,2020-01-14
API,  0.116921,MA,2020-01-14
Container,  0.006038,MA,2020-01-14
API,  0.127906,MA,2020-01-14
Container,  0.004963,MA,2020-01-14
API,  0.117877,MA,2020-01-14
Container,  0.006024,MA,2020-01-14
API,  0.115137,MA,2020-01-14
Container,  0.005980,MA,2020-01-14
API,  0.107935,MA,2020-01-14
Container,  0.005996,MA,2020-01-14
API,  0.113162,MA,2020-01-14
Container,  0.004998,MA,2020-01-14
API,  0.110842,MA,2020-01-14
Container,  0.003999,MA,2020-01-14
API,  0.123344,MA,2020-01-14
Container,  0.004001,MA,2020-01-14
API,  0.121289,MA,2020-01-14
Container,  0.004001,MA,2020-01-14
API,  0.124625,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.140564,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.121528,MA,2020-01-14
Container,  0.003001,MA,2020-01-14
API,  0.123396,MA,2020-01-14
Container,  0.003998,MA,2020-01-14
API,  0.120473,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.121378,MA,2020-01-14
Container,  0.003999,MA,2020-01-14
API,  0.123122,MA,2020-01-14
Container,  0.004001,MA,2020-01-14
API,  0.122827,MA,2020-01-14
Container,  0.004006,MA,2020-01-14
API,  0.120095,MA,2020-01-14
Container,  0.004997,MA,2020-01-14
API,  0.121444,MA,2020-01-14
Container,  0.003996,MA,2020-01-14
API,  0.120360,MA,2020-01-14
Container,  0.004003,MA,2020-01-14
API,  0.116368,MA,2020-01-14
Container,  0.003997,MA,2020-01-14
API,  0.114592,MA,2020-01-14
Container,  0.004002,MA,2020-01-14
API,  0.120831,MA,2020-01-14
Container,  0.004000,MA,2020-01-14
API,  0.174553,MA,2020-01-14
